track_id	artist	title	duration_seconds_metadata	duration_seconds_measured	source_url	license	sha256	publisher_sha256	source_metadata_commit	download_date	local_file
track_0000768	Vavrek	School	293.0	292.989	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/68/768.low.mp3	Available under a Creative Commons Attribution-Share-Alike license: http://creativecommons.org/licenses/by-sa/2.0/	2fdf5786916f1bdb7cd5f8150facb6f74a3d458583333d788f7f1eeb1da2f97d	2fdf5786916f1bdb7cd5f8150facb6f74a3d458583333d788f7f1eeb1da2f97d	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0000768.mp3
track_0000770	Vavrek	People to the Power	216.1	216.111	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/70/770.low.mp3	Available under a Creative Commons Attribution-Share-Alike license: http://creativecommons.org/licenses/by-sa/2.0/	891f7a6b37b4a68729a2029a4fb924bcc4546b2c87f707f1b090109ef2d94e91	891f7a6b37b4a68729a2029a4fb924bcc4546b2c87f707f1b090109ef2d94e91	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0000770.mp3
track_0000772	Vavrek	Journey's End	274.9	274.939	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/72/772.low.mp3	Available under a Creative Commons Attribution-Share-Alike license: http://creativecommons.org/licenses/by-sa/2.0/	56ea779c33546a561230b1aa5c0746992e28a6c6f05d552b6ccd4a5dbe305435	56ea779c33546a561230b1aa5c0746992e28a6c6f05d552b6ccd4a5dbe305435	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0000772.mp3
track_0000773	Tryad	The Final Rewind	275.3	275.278	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/73/773.low.mp3	Available under a Creative Commons Attribution-Share-Alike license: http://creativecommons.org/licenses/by-sa/2.0/	19e1b5f1286c8b71660d9e5bb021296e993ffa5cb39d59254b387c523ab9302f	19e1b5f1286c8b71660d9e5bb021296e993ffa5cb39d59254b387c523ab9302f	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0000773.mp3
track_0000774	Tryad	I see	239.9	239.882	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/74/774.low.mp3	Available under a Creative Commons Attribution-Share-Alike license: http://creativecommons.org/licenses/by-sa/2.0/	3cb407399150e58fe5003ebc93fda433ace56a66efc9ad2d982dcc3959ffbed6	3cb407399150e58fe5003ebc93fda433ace56a66efc9ad2d982dcc3959ffbed6	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0000774.mp3
track_0000776	Tryad	Our Lives change	190.2	190.171	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/76/776.low.mp3	Available under a Creative Commons Attribution-Share-Alike license: http://creativecommons.org/licenses/by-sa/2.0/	15b95f715e485d947e2c46fb0976fa5e352f16ff6d5a54458abc7b0eb961bf16	15b95f715e485d947e2c46fb0976fa5e352f16ff6d5a54458abc7b0eb961bf16	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0000776.mp3
track_0001092	Religionnaire	The Game	437.3	437.264	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/92/1092.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	8932be3f7914c3713b30e35d1d9fa2970b8d9dae2c73c8c9202a3a2f1edd99e9	8932be3f7914c3713b30e35d1d9fa2970b8d9dae2c73c8c9202a3a2f1edd99e9	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001092.mp3
track_0001093	Religionnaire	Marion in the Morning	237.3	237.349	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/93/1093.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	756dbec8131c6afe0774a74d2c8094baff10946b5b7283adf4036115c2f9a92f	756dbec8131c6afe0774a74d2c8094baff10946b5b7283adf4036115c2f9a92f	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001093.mp3
track_0001094	Religionnaire	Fuckin' Sound	271.6	271.595	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/94/1094.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	839dc91bdf9edee2abf635880f838f9343f031d5a4164489bc9050d2ccd6a479	839dc91bdf9edee2abf635880f838f9343f031d5a4164489bc9050d2ccd6a479	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001094.mp3
track_0001095	Religionnaire	I Was Just a Looser	312.1	312.085	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/95/1095.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	dfe2df2f808847b2b168b1befb636ec8cba445dd3b43408a7aa364e9729ea2eb	dfe2df2f808847b2b168b1befb636ec8cba445dd3b43408a7aa364e9729ea2eb	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001095.mp3
track_0001096	Religionnaire	Lullaby	749.3	749.270	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/96/1096.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	6d4c55c24ab43114c36940d3f8f1709da9da157bc0feb5e67852ac65b744cde7	6d4c55c24ab43114c36940d3f8f1709da9da157bc0feb5e67852ac65b744cde7	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001096.mp3
track_0001097	Religionnaire	Jonathan	354.1	354.090	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/97/1097.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	c7a5ac5797bff23f57b646b3b9ee2f0a749c5dce4612e985c7b5d4a3fe1a5f97	c7a5ac5797bff23f57b646b3b9ee2f0a749c5dce4612e985c7b5d4a3fe1a5f97	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001097.mp3
track_0001098	Religionnaire	Escape From Madness	494.3	494.341	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/98/1098.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	2a135089da88a590eaded1321d8769dfaf4a335f27242521ccd39ebadf58800b	2a135089da88a590eaded1321d8769dfaf4a335f27242521ccd39ebadf58800b	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001098.mp3
track_0001099	Religionnaire	Leave Me, Let Me Die	522.6	522.553	https://cdn.freesound.org/mtg-jamendo/raw_30s/audio-low/99/1099.low.mp3	Available under a Creative Commons Attribution license: http://creativecommons.org/licenses/by/2.0/	6ea77931440f9c9e3beba59cad4bb8c446640d241ecfe76822627b5a082f7576	6ea77931440f9c9e3beba59cad4bb8c446640d241ecfe76822627b5a082f7576	cafd8e20c265ed84f1e61f1c875327971f43a62f	2026-07-26	track_0001099.mp3
